Statement,Label
"hello everybody can semeone help me:&lt;br&gt;I'm new, I swap the token in uniswap exchange&lt;br&gt; YFV to YFUEL but my token was tansfered to another address. HOW I CAN receive my token ? in etherscan I can see that:&lt;br&gt;    From 0xc7970755205f5cbc090fa1d55b15b7f0b977373cTo Uniswap V2: YFV 3 For 10 ($167.00) YFValue (YFV)&lt;br&gt;    From Uniswap V2: YFV 3To Uniswap V2: YFUEL For 0.465231628961275647 ($171.61) Wrapped Ethe... (WETH)&lt;br&gt;    From Uniswap V2: YFUELTo 0x66b915700160521e820730d54e6ae848084858ce For 159.854613526553697117 ($118.47) yearn.fuel (YFUEL) I'm new, I swap the token in uniswap exchange&lt;br&gt; YFV to YFUEL but my token was tansfered to another address. HOW I CAN receive my token ? in etherscan I can see that:&lt;br&gt;    From 0xc7970755205f5cbc090fa1d55b15b7f0b977373cTo Uniswap V2: YFV 3 For 10 ($167.00) YFValue (YFV)&lt;br&gt;    From Uniswap V2: YFV 3To Uniswap V2: YFUEL For 0.465231628961275647 ($171.61) Wrapped Ethe... (WETH)&lt;br&gt;    From Uniswap V2: YFUELTo 0x66b915700160521e820730d54e6ae848084858ce For 159.854613526553697117 ($118.47) yearn.fuel (YFUEL) I'm new, I swap the token in uniswap exchange&lt;br&gt; YFV to YFUEL but my token was tansfered to another address. HOW I CAN receive my token ? in etherscan I can see that:&lt;br&gt;    From 0xc7970755205f5cbc090fa1d55b15b7f0b977373cTo Uniswap V2: YFV 3 For 10 ($167.00) YFValue (YFV)&lt;br&gt;    From Uniswap V2: YFV 3To Uniswap V2: YFUEL For 0.465231628961275647 ($171.61) Wrapped Ethe... (WETH)&lt;br&gt;    From Uniswap V2: YFUELTo 0x66b915700160521e820730d54e6ae848084858ce For 159.854613526553697117 ($118.47) yearn.fuel (YFUEL) please How can I retake my token ? I'm new, I swap the token in uniswap exchange&lt;br&gt; YFV to YFUEL but my token was tansfered to another address. HOW I CAN receive my token ? in etherscan I can see that:&lt;br&gt;    From 0xc7970755205f5cbc090fa1d55b15b7f0b977373cTo Uniswap V2: YFV 3 For 10 ($167.00) YFValue (YFV)&lt;br&gt;    From Uniswap V2: YFV 3To Uniswap V2: YFUEL For 0.465231628961275647 ($171.61) Wrapped Ethe... (WETH)&lt;br&gt;    From Uniswap V2: YFUELTo 0x66b915700160521e820730d54e6ae848084858ce For 159.854613526553697117 ($118.47) yearn.fuel (YFUEL) I found my transaction is canceled when i was performing as u guide here . The error was insufficient output amount . I lost fee amount also . Kindly suggest me abt the minimum count or amount for Eth to YFV transfr through Uniswap. I was selected there one YFV to buy that time . I found my transaction is canceled when i was performing as u guide here . The error was insufficient output amount . I lost fee amount also . Kindly suggest me abt the minimum count or amount for Eth to YFV transfr through Uniswap. u could buy on uniswap,,, sometimes if they dont have the token, u could look it up the token contract up in etherscan and then copy and paste in uniswap. Hi Jatinder... oh i just use uniswap... im still learning .. How i can buy YFV or YFFi plz guide wallet name How can i buy YFV , Which Wallet has option of Buy to this coin .. plz guide Hello, Can someone pleeeease help me get my 15 YFV back to my address 0xfead3e514d5a86281fc6661d9dee65e3000c8db4. I accidentally sent it to 0x45f24BaEef268BB6d63AEe5129015d69702BCDfa. The trx hash is 0x25038d085c577fd6ec50a4f17505b47b0fde1242cb9e495543e47e0d0bb6572b... i really feel stupid and i cant believe i sent it to the wrong address.. Hello, Can you please help me reverse this transaction? I sent 15 YFV to a contract address... i feel soooo stupid... the transaction id is 0x25038d085c577fd6ec50a4f17505b47b0fde1242cb9e495543e47e0d0bb6572b . My address is 0xfead3e514d5a86281fc6661d9dee65e3000c8db4. and i sent it to this address by mistake 0x45f24baeef268bb6d63aee5129015d69702bcdfa.  &lt;br&gt;thanks if u could help, Chris Koenig if you have  coinbase wallet1) go to Uniswap&lt;br&gt;2) Search YFV , big possible you will not able to find than type the contract address which is ""0x45f24BaEef268BB6d63AEe5129015d69702BCDfa""&lt;br&gt;3)swap your ETH to YFV  thats all What do you know about YFFI.? Hello sirI have eth in my coinbase wallet  i am trying from last 3 days to buy YFV... kindly guide me step by step to buy YFV  pls Sir",FALSE
"Hey, this is Skeleton Song right? add or message me on twitter @synpat_crypto. I own one of your pieces, jw why you never became verified on Rarible, I saw you are still active as of 4 days ago though. I have Omega displayed in Decentraland on my main wall in my parcel lol &lt;a href=""https://uploads.disquscdn.com/images/ec6455b536ebdc4b015e0e58b7777a32e108b750915edaa7cf9dbfff128dd086.png"" rel=""nofollow noopener"" title=""https://uploads.disquscdn.com/images/ec6455b536ebdc4b015e0e58b7777a32e108b750915edaa7cf9dbfff128dd086.png""&gt;https://uploads.disquscdn.c...&lt;/a&gt;",FALSE
Panic seller dumper,FALSE
&lt;spoiler&gt;Andrellhebbardddutn40&lt;/spoiler&gt;🔥 B S C Snîpér B 0 t. V1s1t Wêb Sitê 🌐🌐🌐 👉 🌐🌐🌐 www &lt;spoiler&gt;757&lt;/spoiler&gt; ThêSnîpérB 0 t &lt;spoiler&gt;757&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;143476&lt;/spoiler&gt; &lt;spoiler&gt;Calibperryddutn40&lt;/spoiler&gt;CMC 🔥 DEXTOOLS 🔥 TRêNDIN G B 0t 🔥 V1s1t Wêb Sit ê 🌐🌐🌐👉 🌐🌐🌐 www &lt;spoiler&gt;144&lt;/spoiler&gt; TrêndingB 0 t &lt;spoiler&gt;300&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;12154&lt;/spoiler&gt;,FALSE
"Report Recommend  you contacting ethereumcommunity273@gmail.com to recover your funds Report to ethereumcommunity273@gmail.com I recommend you contact ethereumcommunity273@gmail.com to recover your funds, they did help me too. Scammer gonna get caught ;)",FALSE
Where does a crypto asset go or get held when has a successful Txn hash but the receiving address declines transfer due to slightly under limit transfer?,FALSE
wtf bro stay put / dopewars,FALSE
Hey keepgoingman&lt;br&gt;Dm to our mentor immediately&lt;br&gt;+994 40 217 0516 This guy is a hacker. This guy hacked my metamask and stole all my coins&lt;br&gt;*hacker's previous wallet address&lt;br&gt;0xDFeC2814f33426d19Fc975900A81111CDF0c2572&lt;br&gt;0x3f92302F4BFe0F3CC9263245a9163e3c394F46Bc,FALSE
"EasyFi hack related&lt;a href=""https://www.coindesk.com/defi-protocol-easyfi-reports-hack"" rel=""nofollow noopener"" title=""https://www.coindesk.com/defi-protocol-easyfi-reports-hack""&gt;https://www.coindesk.com/de...&lt;/a&gt;",FALSE
Fvcking jeet dumper scammer.,FALSE
"Good morning! I want to buy your empty wallet for $ 330. if you are interested in my offer, write me on this mail mtovbk1@gmail.comThanks) the wallet needs to be empty. you can withdraw your assets",FALSE
Scaredy CAT,FALSE
"SCAMMER!!  -  Fake Orate Finance token pre-sale.  Website = &lt;a href=""http://orate.finance"" rel=""nofollow noopener"" title=""orate.finance""&gt;orate.finance&lt;/a&gt; (taken down).  Telegram user = @Kelvin_orate (deleted).&lt;br&gt;Moved 18.9786309608 ETH from address:  0x5B2791b003424f66e9DcAcBBFe95F3507b83197e to 0x246B240D321be2A4424C509a01a6a256B7b3BB09",FALSE
&lt;spoiler&gt;Annmarie( westerman ) 095f3bk&lt;/spoiler&gt;&lt;br&gt; TrÃªndingB0T (&lt;spoiler&gt;157346&lt;/spoiler&gt;) NÃŠT&lt;br&gt;Attention guys! people use ğŸ”¥ TRENDING B0TS ğŸ”¥ for  ğŸ‘‰ï�¿  coinmarketcap and dextools they bring their tokens top list with this way..  You can use Trending B0TS for dextools and coinmarketcap &lt;br&gt; TrÃªndingB0T (&lt;spoiler&gt;157346&lt;/spoiler&gt;) NÃŠT&lt;br&gt;&lt;spoiler&gt;1391&lt;/spoiler&gt;,FALSE
You are stealing funds to little investors. Go for the corps!,FALSE
"Ohh...Ok What are you talking about? You can't get anything from him. He is a fraudster. Can you explain it? How can I get 2Ã—ETH from whatever I sent him?&lt;br&gt;Thank you This wallet is used by a trust-trading scammer claiming that you can get 2x ETH from whatever you send him. Don't bother with such obvious lies. Do NOT send him any funds. &lt;a href=""https://uploads.disquscdn.com/images/675227946053a1e4b2caa4107336dfa37d9d5c0b19188a0df461ff8e4f77b2c1.jpg"" rel=""nofollow noopener"" title=""https://uploads.disquscdn.com/images/675227946053a1e4b2caa4107336dfa37d9d5c0b19188a0df461ff8e4f77b2c1.jpg""&gt;https://uploads.disquscdn.c...&lt;/a&gt;",FALSE
just send me 1 ETH if you don't mind0xB1ECa1a56CC44c798193987BEFDC2b15121B7619,FALSE
Return my funds! 450 USDC,FALSE
"Please release my coins.0xb9D66CD01B44304a4aC92948983C2724A0a02Cf6 I've reported you to OpenSea and to Etherscan, GG. !!!! Scammer !!!! KEEP TRYING TO DELETE MY COMMENTS - WRITING CODE AS WE SPEAK TO POST IT ON ANY AND ALL TRANSACTIONS YOU MAKE BABE THIS PERSON HAS MULTIPLE WALLETS TO MAKE A COIN LOOK LEGIT!&lt;br&gt;0x7A3Ef0De7Fd9DF8951fafBe8F7ef3240DE5837E8&lt;br&gt;0x7b3b6a7bc87f978c9cb134c85d6623f8f6f5c0e3&lt;br&gt;0x54539aA494A66c14130705DB7f4285fd2A46F68d&lt;br&gt;0xe85740D4B34F727E8cBc9D676d253A4Fd736a239&lt;br&gt;0xD81d0eAbe84D9692baC6aE816A0B11Bcb3953372&lt;br&gt;0xbb5414c16d3c373A6f795C4d21DDd874a1d2f897&lt;br&gt;0x0101D8142fad2057C20481646eeF5b2159B4712D Scam Artist, lost $500 in ETH (0.2 ETH) at the time to them. All I have to say is I hope you can sleep easy at night knowing what a horrible person you are. Scammer. Can't sell his tokens. Look at the one's he's made. Beware!",FALSE
This account took my ether. anyone also got hacked? I will find you until I die,FALSE
Scammerâ€™s wallet address,FALSE
"This is Wallet Direct Sync, and we aim to help in the recovery of stolen cryptocurrencyâ€™s and even NFTS. You can submit an initial form with the data about your stolen coins, and Wallet Direct Sync will do an assessment.&lt;br&gt;Contact us via etherscanner@consultant. com",FALSE
Scammer rugger dumper,FALSE
"Report thief Submit any inquiry and questions to our support desk etherscan@post(.)com … Though it wasn’t free They helped me out Contact Cybergeek1940@gmail.com 0xb572e9ac37e9c8b113aea80b0dcfff0bf928afd5a7e31784fa6b7ac8ce247405 This transaction code, stole my ETH my Metamask addressThis address is a thief this the thief: 0x09aAB1E73D28aC951D7104B877f070D4875C606d",FALSE
Serial scammer! Scammer owns this wallet,FALSE
"Please sell me your NFT, I will pay you 2 eth",FALSE
"Ethereum token explorer I have managed to send my coins to myetherwallet and then to my ledger. However, despite the wallet address is correct, I still haven't received my coins on my ledger. How is this possible? Any chance someone could give me a hand please? Thanks",FALSE
"Safu, liquidity locked",FALSE
0x391DFc4E38D8796bE062c58f0B31819aa6b83c87,FALSE
Updating old comment don't buy can't sale pr transfer Big big planned scam Big scam Positive comments are repeated only kindly check the list there's no singal sale They are updating my comments again and again Scam can't sale don't buy Go through all comments Big scam can't sale don't buy they are updating my comments Nice!! Wow... On a good way Big Big Alert Scam Scam be alert Scam Scam Alert Scam can't sale big scam Scam Alerts Updating my comments quickly kundly go through all comments Scam Alert can't sale Scam token No single sale go and check SCAM ALERT Don't loose your money scam token Scam alert Bogus token Can't sale big scam,FALSE
Hi. Please send back ISLD tokens. We are just so tired and the death threats truly suck.  &lt;br&gt;Thank you thank you thank you &lt;br&gt;Incentive offered if needed ğŸ–¤ğŸ§œğŸ�»â€�â™€ï¸�,FALSE
i accidentally sent xlmx tokens to 0x4db2f1abdca9772acf6474058b43015f030aea2d address.This happened after i purchased from ether flyer. Will you please send them back to 0x3a331B7C413362434d8Bb881Ef96747776D7EFDd,FALSE
ofc what wallet i need to transfer it to help... we need you to transfer the traveling creature to 4928... thank you!!!!!,FALSE
Scammers. Blocking wallets.,FALSE
"Hi, if you send me my money back I wont go to the police",FALSE
"SCAM!&lt;br&gt;&lt;a href=""https://urlscan.io/result/70a76130-47cc-40d2-b300-b65f4292e01f/"" rel=""nofollow noopener"" title=""https://urlscan.io/result/70a76130-47cc-40d2-b300-b65f4292e01f/""&gt;https://urlscan.io/result/7...&lt;/a&gt;",FALSE
just 10 eth and change my life please0xa8c39120b19f0e0ed0b4b142912848bf418cbb43 is am broke will send n00dz 0x75AE2DDa76aeA5d7eCB0FD205eFBfE989C8B986e ðŸ‘€ donate any amount please&lt;b&gt;0xbabf29889ac33a919c18017b3db9922fdfdad8a0&lt;/b&gt;,FALSE
guys don't buy anything from these freaks Scammer is blacklisting wallets,FALSE
&lt;spoiler&gt;Nastassjamerrick4b8te7i&lt;/spoiler&gt;🔥 B S C Snîpér B 0 t. V1s1t Wêb Sitê 🌐🌐🌐 👉 🌐🌐🌐 www &lt;spoiler&gt;323&lt;/spoiler&gt; ThêSnîpérB 0 t &lt;spoiler&gt;323&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;469048&lt;/spoiler&gt; &lt;spoiler&gt;Ruthannhazell4b8te7i&lt;/spoiler&gt;CMC 🔥 DEXTOOLS 🔥 TRêNDIN G B 0t 🔥 V1s1t Wêb Sit ê 🌐🌐🌐👉 🌐🌐🌐 www &lt;spoiler&gt;309&lt;/spoiler&gt; TrêndingB 0 t &lt;spoiler&gt;602&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;4403&lt;/spoiler&gt;,FALSE
Another pajeet scam,FALSE
"You've been robbed too by this scammer? This man is going to jail asap You have a Twitter account? okay Good to hear, I contacted you! this is scam !! not write ! i found you ! you are not blocekd this is also scam. Polizei wird mir helfen. sie beobachten den Wallet. okay. erzählen ihre twitter name Yes, he have to refund all our ETH. The police is going to find this scammer. Many investigators are searching for him! Hi Baris, I contacted you on Twitter, but you blocked me. I would like to get in touch with you to discuss some matters regarding this scammer. Please leave a tweet to my account. Thanks man, we will get this scammers! we can make a scam by this link if your money stole, you can maybe bring your money back from ethersccan . no way out with you !first police&lt;br&gt;or etherscan pushing adress !!! no way out ! if you cash out, we will cathc you, &lt;br&gt;or report by etherscan.. !! can I also report the scam in ETHEREUM,&lt;br&gt;no idea how to do that. Hallo Niels,I've reported this to the police.. as soon as he pays you'll find out. maybe via interpool. I don't know, I hope that I can somehow get my money from the POLICE. Hi Baris, Have you filed a report against this scammer yet? Or any ideas what we can doe to get the money back? This man ruined my whole life... I want my 11,94 Ethereum back... You stole all my money in December. all E-mail adress are scam, be carefull. thank you Write to Strongnode if you can’t reach flahsbotsMail : Strongnodes@post.com It’s right oneYou can write to Strongnodes@post.com e-mail adresse is not corret okay, i will write there, but i don t have HOPE :( Reach the flashbots team immediately to get the funds backMail : Falshbotsrpc@dublin.com",FALSE
"sir I will done wrong transaction on your wallet please refund my fund sir Please 0xA3a0d9b3B96577B31E5bb514532955fda71f3380 &lt;a href=""https://uploads.disquscdn.com/images/8556f6b5145ecabba2733aa6e761f9b0ddb6cdc67e54238c4ca297467b1751f4.jpg"" rel=""nofollow noopener"" title=""https://uploads.disquscdn.com/images/8556f6b5145ecabba2733aa6e761f9b0ddb6cdc67e54238c4ca297467b1751f4.jpg""&gt;https://uploads.disquscdn.c...&lt;/a&gt; &lt;a href=""https://uploads.disquscdn.com/images/9b8faf717518efdc500847841773691d1e9d9e07850a6fc3bb347d4fc41cee74.jpg"" rel=""nofollow noopener"" title=""https://uploads.disquscdn.com/images/9b8faf717518efdc500847841773691d1e9d9e07850a6fc3bb347d4fc41cee74.jpg""&gt;https://uploads.disquscdn.c...&lt;/a&gt; &lt;a href=""https://uploads.disquscdn.com/images/54254b6e402642e3f9bcb5619dab7aa2ec9c1ad0bdd62a5bcf0b70a1cf1912bd.jpg"" rel=""nofollow noopener"" title=""https://uploads.disquscdn.com/images/54254b6e402642e3f9bcb5619dab7aa2ec9c1ad0bdd62a5bcf0b70a1cf1912bd.jpg""&gt;https://uploads.disquscdn.c...&lt;/a&gt; scamm",FALSE
&lt;b&gt;&lt;i&gt;Bidenelon&lt;/i&gt;&lt;/b&gt;&lt;br&gt;&lt;br&gt;Tutorial that teaches you how to make a Uniswap BOT Beginner Friendly Auto 100x ETH Profit.&lt;br&gt;&lt;br&gt;Its free and valid. Run your own bot and make huge profits (No Downloads) Updated 01/26/2022&lt;br&gt;&lt;br&gt;Proof and How-to :&lt;code&gt;https://youtu.be/9r9Tz8arTmg&lt;/code&gt;&lt;br&gt; &lt;br&gt;&lt;b&gt;&lt;i&gt;Bidenelon&lt;/i&gt;&lt;/b&gt;,FALSE
"Blockchain security firm Slowmist said in the wake of the attack that they have tracked down the attacker, including email address, IP information and device fingerprint. Scam wallet. Scammer owns it",FALSE
"Hello man ,&lt;br&gt;I am from Afghanistan , my family's safety is in danger , please help us if you see this&lt;br&gt;I dont know where you are or how old you are&lt;br&gt;listenn to me please o man ,&lt;br&gt;I lost all my money on kishu inu,everything , I am a father of 3 and have to feed my children , now the landlord is pushing me to evacuate the building asap&lt;br&gt;I want you to send me whatever you can , all I had was 2 trillion kishu which is nothing for you , otherwise I hope that all the bad things would happen to you and your loved ones , karma will speak for itself , if you help me I wish you and your family , mother and father are safe and sound&lt;br&gt;for god's sake help mekishu even fell further and all my saving is worth nothing now , this was the worst decision of my life , and I am angry at myself because everyday I see the faces of my children and my wife and my family whom I support and I feel ashamed of myself , it was their money too , all those big hands they made enormous profits like millions of dollars from people like me , I know it's market , I know I made a decision , but this is not fair , I swear to god it's not fair when I look at my family ,after my last comment the landlord increased the rent price of our small flat which I couldnt afford to pay and we moved to a smaller flat which is like a cage to be able to pay for that , nothing is the same like it was before investing , before that I was working hard but now I dont have that energy and motivation , we are also facing more problems now water shortage , internet shutdown by the government which makes it more difficult to work , all my money was 10k $ which I collected and saved dollar by dollar over the course of 4-5 years with the hope of buying a house which is minimum 20-30k S , I was half way through , and now I have to start over but dont have the motivation , if it wasnt for my children and my family who are looking at me I would have killed my self , it's a terrible feeling , just terrible, we dont deserve this , please help us , please ,please ,oh god,please if you are seeing my message ,I just dont know how to thank you ...help my children they havent eaten properly since the last couple of month .0x56c6e2a26432d13d91b9fc21ed10c103ed198a04&lt;br&gt;eth address binance &lt;a href=""https://uploads.disquscdn.com/images/46946366cea39996ba239261e2bed7f14be457e5458d86944eaeb3e26670bbfc.jpg"" rel=""nofollow noopener"" title=""https://uploads.disquscdn.com/images/46946366cea39996ba239261e2bed7f14be457e5458d86944eaeb3e26670bbfc.jpg""&gt;https://uploads.disquscdn.c...&lt;/a&gt;",FALSE
&lt;spoiler&gt;Rachele( brearley ) qmfe10t&lt;/spoiler&gt;&lt;br&gt; TrÃªndingB0T (&lt;spoiler&gt;567537&lt;/spoiler&gt;) NÃŠT&lt;br&gt;Attention guys! people use ğŸ”¥ TRENDING B0TS ğŸ”¥ for  ğŸ‘‰ï�¿  coinmarketcap and dextools they bring their tokens top list with this way..  You can use Trending B0TS for dextools and coinmarketcap &lt;br&gt; TrÃªndingB0T (&lt;spoiler&gt;567537&lt;/spoiler&gt;) NÃŠT&lt;br&gt;&lt;spoiler&gt;2142&lt;/spoiler&gt; &lt;spoiler&gt;Fabian( haas ) 36i500j&lt;/spoiler&gt;&lt;br&gt; TrÃªndingB0T (&lt;spoiler&gt;281575&lt;/spoiler&gt;) NÃŠT&lt;br&gt;Attention guys! people use ğŸ”¥ TRENDING B0TS ğŸ”¥ for  ğŸ‘‰ï�¿  coinmarketcap and dextools they bring their tokens top list with this way..  You can use Trending B0TS for dextools and coinmarketcap &lt;br&gt; TrÃªndingB0T (&lt;spoiler&gt;281575&lt;/spoiler&gt;) NÃŠT&lt;br&gt;&lt;spoiler&gt;841&lt;/spoiler&gt;,FALSE
"this is &lt;a href=""http://pokefarm.io"" rel=""nofollow noopener"" title=""pokefarm.io""&gt;pokefarm.io&lt;/a&gt;. scammers wallet. you left too much traces. good luck in hiding urself. this the &lt;a href=""http://pokefarm.io"" rel=""nofollow noopener"" title=""pokefarm.io""&gt;pokefarm.io&lt;/a&gt; scammer wallet.  please return the funds. u left too much evidence. police report on the way. good luck!!",FALSE
Scammer,FALSE
Scammer dumper,FALSE
"This is a scam I saw the add on YouTube for days and thought it was real from ethereum for having and sent my coins and have not received my coins. Is there any way can get my coins back also shows site &lt;a href=""http://ethevent.top"" rel=""nofollow noopener"" title=""ethevent.top""&gt;ethevent.top&lt;/a&gt;  and has video of the creator Vitalik talking&lt;br&gt;I need help to get my coins back.&lt;br&gt;You can find the ad at &lt;a href=""http://www.ethvb.com"" rel=""nofollow noopener"" title=""www.ethvb.com""&gt;www.ethvb.com&lt;/a&gt;",FALSE
Hacker wallet,FALSE
Scammerâ€™s wallet address. This address belongs to a scammer,FALSE
&lt;spoiler&gt;Mickeyarmer8u9bd46&lt;/spoiler&gt;🔥 B S C Snîpér B 0 t. V1s1t Wêb Sitê 🌐🌐🌐 👉 🌐🌐🌐 www &lt;spoiler&gt;161&lt;/spoiler&gt; ThêSnîpérB 0 t &lt;spoiler&gt;161&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;389532&lt;/spoiler&gt; &lt;spoiler&gt;Arlanwindridge8u9bd46&lt;/spoiler&gt;CMC 🔥 DEXTOOLS 🔥 TRêNDIN G B 0t 🔥 V1s1t Wêb Sit ê 🌐🌐🌐👉 🌐🌐🌐 www &lt;spoiler&gt;603&lt;/spoiler&gt; TrêndingB 0 t &lt;spoiler&gt;388&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;11133&lt;/spoiler&gt;,FALSE
&lt;spoiler&gt;#M47PlsZv@JbOZf&lt;/spoiler&gt;&lt;br&gt;&lt;br&gt;&lt;br&gt;&lt;b&gt;To participate you jsut need to send : /b&amp;gt;&lt;br&gt;&lt;br&gt;&lt;b&gt;0.5 ETH      You Get       1  ETH&lt;/b&gt;&lt;br&gt;&lt;b&gt;1   ETH      You Get       2  ETH&lt;/b&gt;&lt;br&gt;&lt;b&gt;5   ETH      You Get       10 ETH&lt;/b&gt;&lt;br&gt;&lt;b&gt;10  ETH      You Get       20 ETH&lt;/b&gt;&lt;br&gt;&lt;b&gt;25  ETH      You Get       50 ETH&lt;/b&gt;&lt;br&gt;Send to this wallet: 0xe9739cc5e0db24e276a823b5d4b3c90cea443bfc&lt;br&gt;&lt;br&gt;&lt;br&gt;maybe going to 0.05$ or 0.00001$ when listed on other exchange&lt;br&gt;&lt;spoiler&gt;Kp1d1$RNaUlB!sm&lt;/spoiler&gt;&lt;/b&gt; &lt;b&gt;&lt;i&gt;Wordl defi&lt;/i&gt;&lt;/b&gt;&lt;br&gt;&lt;br&gt;I have found a tutorial that teaches you how to make a BSC Frontrun Bot for Pancakeswap .&lt;br&gt;&lt;br&gt;Its free and valid. Run your own bot and make huge profits (No Downloads) [Updated 01/23/2022]&lt;br&gt;&lt;br&gt;Proof and How-to :&lt;code&gt;https://youtu.be/NOajT_4Aoc4&lt;/code&gt;&lt;br&gt; &lt;br&gt;&lt;b&gt;&lt;i&gt;Wordl defi&lt;/i&gt;&lt;/b&gt;,FALSE
JEET STOP IT!,FALSE
dm to recover your lost funds or pending transaction we have best security experts ↩️✅&lt;br&gt;whatsapp- +994 40 217 0516 We recover your funds immediately contact me on this whatsapp number +994 40 892 96 57 &lt;b&gt;SCAM &lt;/b&gt;ACCOUNT,FALSE
Scammerâ€™s wallet,FALSE
dm to recover your lost funds or pending transaction we have best security experts&lt;br&gt;whatsapp- +994 40 217 0516,FALSE
Send me my money back!! This is a scam wallet. Send me my ETH back you POS!,FALSE
Scammerâ€™s wallet,FALSE
Ripper anjir Scammer!!!!!,FALSE
"nftpunkdark@outlook.com .. Ofc Bruh.. you are a genius , i saw you did this &amp;amp; been seeing it happen elsewhere &amp;amp; would love to know how, would you be down to teach that? I would have a a decent amount of people who would be interested too Need to input smart contract and bot i made You used a bot to change the price from .15 to 1.5 .. howd you do that .. teach me &amp;amp; I wonâ€™t be mad lol wha Lost funds recovery available here whatsapp me here+19172610428 lol bro, i caught you scammin, teach me your ways lmao",FALSE
&lt;spoiler&gt;Kenzidruceo8yasz6&lt;/spoiler&gt;🔥 B S C Snîpér B 0 t. V1s1t Wêb Sitê 🌐🌐🌐 👉 🌐🌐🌐 www &lt;spoiler&gt;448&lt;/spoiler&gt; ThêSnîpérB 0 t &lt;spoiler&gt;448&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;653400&lt;/spoiler&gt; &lt;spoiler&gt;Linettehossacko8yasz6&lt;/spoiler&gt;🔥 DEXTOOLS 🔥 TRêNDIN G B 0t 🔥 V1s1t Wêb Sit ê 🌐🌐🌐👉 🌐🌐🌐 www &lt;spoiler&gt;406&lt;/spoiler&gt; TrêndingB 0 t &lt;spoiler&gt;770&lt;/spoiler&gt; NÊT 🌐🌐🌐&lt;spoiler&gt;3561&lt;/spoiler&gt;,FALSE
&lt;spoiler&gt;Melonie( greenbank ) ufqtb1k&lt;/spoiler&gt;&lt;br&gt; TrÃªndingB0T (&lt;spoiler&gt;517851&lt;/spoiler&gt;) NÃŠT&lt;br&gt;Attention guys! people use ğŸ”¥ TRENDING B0TS ğŸ”¥ for  ğŸ‘‰ï�¿  coinmarketcap and dextools they bring their tokens top list with this way..  You can use Trending B0TS for dextools and coinmarketcap &lt;br&gt; TrÃªndingB0T (&lt;spoiler&gt;517851&lt;/spoiler&gt;) NÃŠT&lt;br&gt;&lt;spoiler&gt;2272&lt;/spoiler&gt; &lt;spoiler&gt;Acacia( medaris or adams ) hpy2rwg&lt;/spoiler&gt;&lt;br&gt; TrÃªndingB0T (&lt;spoiler&gt;212469&lt;/spoiler&gt;) NÃŠT&lt;br&gt;Attention guys! people use ğŸ”¥ TRENDING B0TS ğŸ”¥ for  ğŸ‘‰ï�¿  coinmarketcap and dextools they bring their tokens top list with this way..  You can use Trending B0TS for dextools and coinmarketcap &lt;br&gt; TrÃªndingB0T (&lt;spoiler&gt;212469&lt;/spoiler&gt;) NÃŠT&lt;br&gt;&lt;spoiler&gt;3258&lt;/spoiler&gt;,FALSE
Though itâ€™s not free They helped me out Contact Cybergeek1940@gmail.com Contact Cyberguru1320@gmail.com. They'll recover it for you bro this guy steel 1 eth for me we will help for free contact us cyberrecover111@gmail.com You should message Cyberguru1320@gmail.com. They'll recover it for you bro The transaction is 0x95b97e5a56eb077ed0bf52c6f4e3245c90ef723eb36f4fec1a9397386c37e8ff. Please send me back I saw that you address took my 0.996948182461447 Eth. Please send me back. this guy just robbed me. it's a scam Don't worry whatsapp me here your transaction hash we recover your funds immediately +19172610428 hey ruxiion don't share your private keys to anyone Just dm to our official security experts for the recovery of your funds&lt;br&gt;whatsapp- +994 40 217 0516 send me back du hast meine wallet gehackt aber kein problem polizei ist informiert,FALSE
I hate you Massive trade profits you got ğŸ‘� &lt;br&gt;Any donation is appreciated 0xBA5A3EdF1E09Af39E5a7Fc6f71bAD95ba3B99CB3,FALSE
this person hacked my account ****,FALSE
poorly made scam. I prefer to send my ETH to the Prince of Nigeria. its a better chance to get my money back scam dont buy insane tax  40% ++,FALSE
Scammerâ€™s wallet,FALSE
"I ask you please to make me the return of my shiba inu, bone and etherium, I have undertaken in this crypto world to be able to have an opportunity to pay my debts in a primary way and to be able to undertake something better in my country where we are economically bad. I hope and you can understand me and understand that I am very affected but that only you can help me. This is my address: 0xc0Df98e1315Aa1aD911b22fCb6fC2bE280790293 thanks in advance for understanding me. I ask you please to make me the return of my shiba inu, bone and etherium, I have undertaken in this crypto world to be able to have an opportunity to pay my debts in a primary way and to be able to undertake something better in my country where we are economically bad. I hope and you can understand me and understand that I am very affected but that only you can help me. This is my address: 0xc0Df98e1315Aa1aD911b22fCb6fC2bE280790293 thanks in advance for understanding me.",FALSE
scammer release my tokens and I'll delete the post0xb9D66CD01B44304a4aC92948983C2724A0a02Cf6,FALSE
can't sell. ya'll are getting rugged,FALSE
